triangle_key,Mon,Tue,Wed,Thu,Fri,Sat,Sun
BTC|LUNA|USDT,0.11937639288721602,0.0,0.0,7.7519434589064957,190.98765539057416,0.0,0.0
BNB|BTC|LUNA,0.0,0.0,1.8589969964776021,4.0118676534012856,173.67183296908451,0.0,0.0
BTC|EUR|LUNA,0.0,0.0,0.0,2.483240415683452,158.58635204251988,0.0,0.57720131036067546
BTC|ETC|ETH,0.51756951314663746,0.55343437211122049,0.37928636923157766,0.47633352647755189,77.180519070239626,0.45030257415921943,1.6779076556190831
BTC|UNI|USDT,0.0,0.0,0.0,46.322035734814015,0.0,0.0,0.0
BNB|BTC|UNI,0.0,0.0,0.0,34.386768589837736,0.0,0.0,0.0
BTC|HOT|USDT,4.0883650687274535,4.0168222581764716,3.886917273681334,3.8938558258596383,4.3356644709632741,4.2477359553078253,4.7115660653542069
BNB|BTC|HOT,3.915932416182422,3.5582256615588546,3.3735125489908149,3.0118116702999025,3.9366883096059064,4.9965287586833895,3.9034965838326494
BNB|BUSD|ZEC,0.0,0.0,0.0,2.5110608701153669,19.77227740611578,0.0,0.0
BTC|BUSD|ZEC,0.0,0.0,0.0,0.0,20.564246216350668,0.0,0.0
ADA|BTC|ETH,0.34180239223493558,0.40041222846281271,0.24780242747133122,17.683192655646153,0.94524752142477919,0.56561208626157666,0.33323329753268016
BTC|ETH|HOT,2.6132958623565994,2.3302172558337881,2.4966263107892472,2.7940920201363371,2.4472671912309272,2.5145013328702452,2.4372822610903748
BNB|TUSD|XRP,0.10659110889221779,0.64002028404566147,0.19710508450423436,1.0161413387407947,0.23174876378960541,6.763819526083803,3.1498342471660945
RUB|USDT|XRP,0.2048869170867551,0.49808620083027222,0.28509660152594707,2.8455658659239935,7.7180868444671482,0.51590678147843683,0.0
BLZ|BNB|ETH,0.29517013538537862,8.4506956382009051,0.35562238840007643,0.58002483971053564,0.32259183055957186,0.32763687464002267,0.43852618514975988
BUSD|USDT|XLM,0.14390377782669272,0.0,0.0,10.47151089498939,0.1474514797169757,0.0,0.0
BTT|TUSD|USDT,0.31652671383742192,0.81834348467465523,0.64718022486402949,0.47363997523097712,7.5331533956031729,0.29612266673531124,0.54305524549885054
ETH|RUB|XRP,0.0,0.16548283059660829,0.0,0.74944470690523346,9.5491044543200232,0.0,0.15852597038610305
BNB|BTC|XLM,0.98023864762232849,2.5155956321115323,1.387143985701877,1.2659836837120486,1.6944498983176961,1.6314601847346168,0.83869925349961771
BNB|ETH|XLM,0.62979843273570013,2.2472315379990686,1.6665366126897116,1.2982128025121735,1.8326974654062571,1.7631762966249331,0.76713694048269576
BTC|DREP|USDT,1.3423062759602631,1.220315284863283,1.3715752570733033,1.504578061967667,1.4007410203623509,1.6191551120786307,1.4346239063145385
BTC|DOGE|USDT,1.4357325211527665,1.4891069142609055,1.5707472685242179,1.368846709264907,1.3978862867441788,1.2117785701288926,1.3409150120942535
BNB|BUSD|DASH,0.81886991207513748,0.0,0.2431227475564457,8.4086548998626878,0.16443628182554182,0.10065057668191546,0.0
BNB|LTC|TUSD,0.3107181166704831,0.74180888559146618,0.835272082302585,5.8769530491134647,0.60456665689991118,0.3422856455217449,0.72806599502160951
BUSD|KNC|USDT,0.48843433444083484,0.0,0.0,0.0,7.2622897446345869,0.53003308433667851,0.28819253250129684
BTC|TUSD|XRP,0.22927405426889091,0.515647099902102,0.27639133135856564,0.40789541718522671,0.32790825523794581,5.1471573809903193,1.6591718536385924
BTC|ETH|NCASH,1.0764977869311423,0.88326035149605175,1.1876998038251632,1.5830232239841686,1.1914948079875971,1.3958053391577221,1.1383646410864068
BLZ|BNB|BTC,0.20685314482504255,6.3398552726158082,0.39660330453443571,0.48335479711057089,0.30651783755256706,0.3648226473074675,0.30600587515385486
BTC|ETH|STORM,1.1943544395775991,1.2965404849569873,1.1657800477220595,1.1661922756898206,1.2736393934555152,1.18543189042825,1.0830550310850013
BNB|IDRT|USDT,0.28026315998619378,0.33399553273418814,0.20032060990262668,0.0,6.974515044459844,0.14718055322098245,0.14403643292641988
BNB|BTC|TRY,0.12391620715890284,0.0,0.1869696984398872,7.1696903715180014,0.52435063415422845,0.0,0.0
TRX|TUSD|XRP,0.0,0.0,0.21542093486146552,0.33362333150814827,5.13192872482422,0.0,2.3032005973864234
BTC|SC|USDT,1.239797558420755,1.1148211480150605,1.1939676420554142,1.1654032852286311,1.0211149680004179,1.0563814901061583,1.1842034776004564
BTC|BUSD|KNC,0.28736827485318361,0.0,0.0,0.0,6.885437009375317,0.53102626096260819,0.18645474644156668
BNB|BTC|USDT,4.4857831759481259,0.40370955273809778,0.83935217252204741,0.595177825316299,0.47881017115404223,0.54417667911069889,0.46504408013638349
BTC|BUSD|DOGE,1.210983184930428,1.3508908194265488,1.2482720115783694,0.90488987447179225,1.0397829689587592,0.87910418829551307,1.0421331412790915
BNB|ETH|WABI,1.30367351467523,1.0320613311752862,0.67925725149283211,0.68701437966059831,1.4631424837755944,1.1988588972920848,1.2975758577130376
BUSD|USDT|ZEC,0.0,0.0,0.0,0.0,7.60612310435158,0.0,0.0
BNB|BUSD|USDT,0.0,0.0,0.0,7.5558945950281888,0.0,0.0,0.0
BCH|BUSD|USDC,1.814152997520635,0.0,4.175468692554074,0.0,0.0,0.62068745669831,0.58338412668119677
BTC|FUN|USDT,0.805079377983941,0.912681009895916,1.0662089388576184,1.1448909892918788,0.92697821109812117,1.1503152555509442,1.1755395483046376
BNB|BTC|SC,0.99997449341515143,0.93442695227659633,0.92978087732988135,0.94721646513908664,0.95363186713290427,1.1764050467169533,1.1683744820936046
BTC|ETH|SC,1.0389189568037196,0.96892313228301075,0.96306095407214953,1.0844265048976487,0.94957834579850664,1.0123247089149392,1.0900992754924139
ATOM|BUSD|USDT,0.0,0.12636889677577479,0.0,5.9741534534192953,0.87545345321801138,0.0,0.0
BNB|BUSD|EUR,0.0,0.602357031992895,0.0,5.6664103845478815,0.44563751982451549,0.0,0.10026532004212552
BNB|BUSD|XTZ,0.0,0.15008189243685965,0.21467494426548792,6.0746461554164854,0.20878701623490148,0.12221201170431462,0.0
AION|BNB|ETH,1.0623124353095059,0.87672938148471791,0.91151933892310932,1.3225606933890148,0.88111400812036078,0.73994403018570332,0.96695895904526075
BTC|PAX|XRP,0.65189435501236126,1.0401090216714803,0.84119701741143693,1.4513955854221572,0.880901798163869,1.1506520108481855,0.70669035290391036
BNB|BUSD|ICX,0.14045881601265631,0.12264863178959029,0.23206977203589219,5.84665972514377,0.0,0.13929227573434844,0.15794655270837676
BNB|BUSD|VET,0.0,0.0,0.0,6.6322899697706772,0.0,0.0,0.0
BNB|ETH|ICX,0.905562817068972,0.912063140961163,0.9505105227292765,1.1614512501391629,0.88113258508918824,0.80812884936944562,0.95012572606012935
BTC|ETH|MCO,0.848748108435682,0.79174753336783488,0.759724793888762,0.97245757848106706,1.0709579475661148,0.93688854286294865,1.1803629631568877
BCH|USDC|USDT,1.4445739820185821,0.0,3.7819328715403611,0.0,0.11696051025482657,0.765084726120624,0.43919545933928106
BTC|ETH|FUN,0.751937418518996,0.86060035470726581,0.94933116383907934,1.1351658170266643,0.87358851238411328,0.9683210372282256,0.943581051697766
BUSD|ICX|USDT,1.6199856139658575,0.0,0.59316341807145179,3.4592557972634328,0.22406621268591387,0.0,0.56301590555857262
BUSD|NMR|USDT,0.20475498627733568,0.271946096054948,0.25050317410872047,0.37864326783884195,0.41260452492567867,4.6135053798684211,0.30289606703067795
BCH|BNB|USDC,2.0824683939463684,0.0,2.8069767311505345,0.14318298063037416,0.0,0.65952586057267393,0.68076382049118145
ETH|PAX|XRP,0.53938916066943454,1.0043003154404928,0.630142715729991,2.1449981317822431,1.0574246924006381,0.663782248442298,0.3080242228800989
BNB|BTC|ICX,0.91682144102995866,0.92780822240453487,0.84406050709243929,1.0612070874843602,0.81161099642129941,0.8121487228228,0.94787616003874975
PAX|USDT|XRP,0.581152582578981,1.1595929890371712,0.58302870534648787,1.8577532507358181,0.8367857104955384,0.55517214240252488,0.68754961667217007
BTC|BUSD|NMR,0.50862279763505258,0.641615061009948,0.43548553396650647,0.26881745356671649,0.58529566452679338,3.5711576045335924,0.11916031526082449
BNB|BUSD|XMR,0.0,0.0,0.0,6.0696199647701787,0.0,0.0,0.0
AION|BNB|BTC,0.64591728978765273,0.76780865037277346,0.83212143392081683,1.2274711168720278,1.054764887827818,0.6279824946140562,0.83555097525164324
BRL|DOT|USDT,0.0,0.24711974838619311,0.0,4.169708693834151,0.0,0.0,1.5403837277996768
BTC|BUSD|ICX,0.80273786718535467,0.14134925526294584,0.0,4.7055494800133673,0.18880606262094979,0.0,0.0
PAX|TRX|USDT,0.36046546989092487,3.0954072282330158,0.36076326256750207,0.20918572880763708,1.3484625342826146,0.21965406925585906,0.22811511914779814
BNB|BUSD|NEO,0.0,0.0,0.0,5.7563845325308058,0.0,0.0,0.0
BNB|ETH|VET,0.61809762707871985,0.89384342476483813,0.79233464568894385,0.88028210286221931,0.83695920532973744,0.7863201965233596,0.92992873030389822
BUSD|JST|USDT,0.5115611384752361,0.42394393449783352,2.8391216931458154,0.39806047812058765,0.97638254587150808,0.512904597448316,0.0
EUR|SXP|USDT,0.37921403338411208,0.30809171644336608,0.60308436745855376,1.9767586366433163,0.47527351943914925,0.97581932596778609,0.86292214947056856
BNB|USDT|VET,0.83829640542354444,0.84958257789460356,0.73365819232187079,0.80148766305870356,0.83830289537952629,0.77745968655155118,0.73657779175379579
BUSD|DAI|USDT,0.0,4.3411601357311369,0.97457171544588217,0.0,0.0,0.23765568063712403,0.0
BUSD|SOL|TRY,0.0,1.6417320262420598,0.0,0.0,0.0,0.0,3.8653490222387177
BTC|ETH|XRP,0.42012091034974264,0.58149576041083584,0.45849561496395952,0.77135005080098051,0.59931152844143187,0.36002793090954555,2.3121524490578769
BNB|ETH|TRY,0.0,0.0,0.15476752426015761,4.9672072554490407,0.362406263890519,0.0,0.0
BNB|BTC|WABI,0.84169662286312608,0.84626085837045162,0.61067650710183907,0.53668489131594621,0.96183857505922632,0.73525689775529168,0.95133026855174929
BNT|BUSD|ETH,0.0,0.27221215195600834,0.2701837173901378,4.3812018646619215,0.19740184997035781,0.13122318303920855,0.14501099317882904
BNB|ETH|TUSD,0.19613626059287737,0.32949007650912021,0.29294656383150208,2.891739627555451,1.4318784744944912,0.0,0.18221871808474047
BTC|ETH|WTC,0.82785483610256339,0.84666240989029029,0.82275604927992285,0.58801694534151017,0.72009037996299285,0.545937358793516,0.97113882533310181
BNB|BUSD|ETH,0.1275849746581792,0.0,0.0,4.9384272914460787,0.22282888987898986,0.0,0.0
