triangle_key,2017,2018,2019,2020,2021,2022
ETH|RLC|USDT,0,0,5,11,5,1
ETH|TUSD|XRP,0,0,3,7,11,1
BTC|BUSD|SOL,0,0,0,22,0,0
BNB|USDT|WIN,0,0,0,10,12,0
BNB|USDT|XVS,0,0,0,4,0,17
AR|BTC|USDT,0,0,0,0,21,0
ETH|USDC|ZEC,0,0,3,11,6,1
BNB|BTC|XTZ,0,0,11,1,4,5
BTC|EUR|YFI,0,0,0,0,20,1
BNB|BTC|ZEC,0,0,10,1,5,5
BNB|BTC|FTT,0,0,0,5,16,0
BAT|ETH|USDT,0,0,4,1,14,2
BUSD|EUR|GRT,0,0,0,0,14,7
ETH|GTO|USDT,0,0,5,16,0,0
TRX|USDT|XRP,0,0,1,3,17,0
AVA|BTC|USDT,0,0,0,3,17,1
BNB|BUSD|CTK,0,0,0,9,12,0
BTC|BTCST|USDT,0,0,0,0,11,10
BTC|EOS|USDC,0,0,10,7,1,2
BNB|TRY|USDT,0,0,0,18,2,0
EOS|USDC|USDT,0,0,11,8,1,0
BTC|RUB|XRP,0,0,0,16,2,2
ADA|ETH|USDC,0,0,6,12,2,0
EOS|ETH|TUSD,0,0,3,5,12,0
ETH|SLP|USDT,0,0,0,0,7,13
BUSD|TRX|XRP,0,0,0,4,16,0
BNB|BTC|CTK,0,0,0,5,7,8
BAND|BTC|BUSD,0,0,0,0,19,1
BTC|CTK|USDT,0,0,0,12,4,3
BTC|ETH|TRY,0,0,0,19,0,0
BNB|BTC|PAX,0,0,2,9,8,0
BTC|BUSD|WRX,0,0,0,2,7,10
EUR|USDT|YFI,0,0,0,0,19,0
BAT|BNB|USDT,0,0,12,2,5,0
BEL|BNB|BTC,0,0,0,7,10,2
BUSD|NANO|USDT,0,0,0,12,7,0
BTC|SKL|USDT,0,0,0,1,0,18
BEL|BNB|USDT,0,0,0,5,13,1
ETH|USDT|ZRX,0,0,2,6,7,4
BTC|USDT|YFI,0,0,0,19,0,0
BTC|BUSD|CTK,0,0,0,12,5,2
BLZ|BTC|USDT,0,0,0,7,9,2
BAKE|BUSD|USDT,0,0,0,0,1,17
BTC|DAI|ETH,0,0,0,18,0,0
BNT|BUSD|USDT,0,0,0,6,8,4
BUSD|EUR|YFI,0,0,0,0,17,1
BUSD|ETH|LRC,0,0,0,4,13,1
BTC|UNFI|USDT,0,0,0,2,11,5
BUSD|RUNE|USDT,0,0,0,18,0,0
BNB|EOS|TRY,0,0,0,0,18,0
BNB|USDT|XTZ,0,0,10,1,2,5
ETH|PAX|TRX,0,0,3,3,12,0
